qid1	token	tfidf
26678030	date	4.685296230467376
26678030	wrong	3.9843249171835513
26678030	time	3.349696608799752
26678030	zone	6.883062666391766
1608503	domain	6.2363425905681975
1608503	name	3.76796595243472
1608503	resolution	6.995494193290144
1608503	working	3.7907350082209463
1608503	java	1.8785206956897553
1608503	applications	5.598072020234087
1608503	ubuntu	6.631639842901821
1608503	machine	5.333944544191188
1608503	software	6.212610095759518
1608503	resolves	8.177155888630528
1608503	dns	8.056608784086993
1608503	correctly	4.801063422812141
5214372	getting	3.856493695635666
5214372	email	6.293110326577149
5214372	address	5.527730530875842
5214372	display	4.896458754033984
5214372	using	2.270098541959747
5214372	message	4.5343390052275
5214372	javamail	7.621105166859602
3818589	java	1.8785206956897553
3818589	ee	6.185049296180647
3818589	architecture	6.960101759354346
3818589	dao	6.40154026777383
3818589	still	3.973632487059837
3818589	recommended	6.355595791723169
3818589	using	2.270098541959747
3818589	orm	7.176942768797754
3818589	like	2.4494391248886704
3818589	jpa	5.381047014147033
16790908	set	3.354924669331477
16790908	font	6.553583465261523
16790908	color	5.654421045118477
16790908	selected	5.836856828881543
16790908	text	4.1559434084410585
16790908	jtextarea	6.925919249609808
14889238	mb	6.67982321093613
14889238	increase	6.344147469777177
14889238	memory	4.6442229132517925
14889238	consumption	8.056608784086993
14889238	displaying	6.478573644256657
14889238	image	4.566815232111628
24419224	using	2.270098541959747
24419224	keyword	6.170591213005418
24419224	constructor	4.514141887640528
24419224	refer	5.667643428040328
24419224	point	4.277666619349639
24419224	object	3.159616840993279
39872810	curl	7.7264656825174285
39872810	request	4.525435217969238
39872810	java	1.8785206956897553
39872810	argument	5.133820394666634
14822302	possible	3.7755272608396084
14822302	get	2.5968621982790188
14822302	output	3.9094762511615704
14822302	tail	7.977780110798334
14822302	f	0
14822302	command	4.500900264812294
14822302	java	1.8785206956897553
14822302	programme	8.979228651012797
11045048	enclosing	7.26872514720375
11045048	instance	3.9776287625261397
11045048	type	3.5272028792972696
11045048	itask	0
11045048	accessible	6.567717976196428
32417846	double	5.013890586816928
32417846	matrix	6.921854203361638
32417846	coordinates	6.760197714624522
32417846	heatmap	0
32417846	using	2.270098541959747
32417846	mousemotionlistener	8.902855672228222
7080208	java	1.8785206956897553
7080208	exception	3.8413315773056134
7080208	remove	4.505053394653319
7080208	record	6.277547898196066
7080208	inside	4.171571238636155
7080208	list	3.625266361052866
7080208	loop	4.277522485593264
45000623	java	1.8785206956897553
45000623	return	3.8725619365472324
45000623	results	4.882637936032901
45000623	runnable	5.9634603506983845
21920268	basic	5.313024995420311
21920268	authentication	6.0757160995555735
21920268	rest	5.187849913522066
21920268	api	4.173257907865079
21920268	using	2.270098541959747
21920268	spring	3.989984546897858
21920268	resttemplate	8.047189562170502
8878068	signer	9.282911064811017
8878068	information	4.433488364298482
8878068	match	5.234779345744049
3602167	java	1.8785206956897553
3602167	networking	8.156028342204653
3602167	connection	4.790416014299293
3602167	refused	8.05031945517943
3602167	yes	4.926340102600862
3602167	server	3.8211316652400784
3602167	running	4.082099835805663
45173256	generate	4.973773129363689
45173256	secure	6.834504817242545
45173256	random	5.524214706058867
45173256	double	5.013890586816928
45173256	without	3.785875053440135
45173256	overflow	6.685412047838696
5266531	java	1.8785206956897553
5266531	beans	5.866772103150664
5266531	beanutils	8.703522769607732
5266531	boolean	5.5292411051812085
5266531	wrapper	6.041495480713547
5266531	class	2.532413437836977
10063996	building	5.825950108630408
10063996	general	5.265656584308489
10063996	enums	7.034452932028095
22569040	reader	6.467566734815587
22569040	lines	5.010585295346214
22569040	parallelizes	0
22569040	badly	8.537395898733758
22569040	due	5.390432655455842
22569040	batch	6.45286528754645
22569040	size	4.4629764202849165
22569040	policy	7.0690984293909
22569040	spliterator	9.04482593349861
5613120	java	1.8785206956897553
5613120	animated	8.563237129917644
5613120	gif	7.883265370516264
5613120	without	3.785875053440135
5613120	using	2.270098541959747
5613120	jlabel	6.355595791723169
39947155	pipeline	8.034767042171945
39947155	design	5.40545724210594
39947155	pattern	4.975944054306326
39947155	implementation	4.267983918633221
45428980	way	2.8885474230074775
45428980	framework	5.204098691309055
45428980	library	4.299893805135359
45428980	watch	7.531376396893472
45428980	changes	4.940363241110924
45428980	class	2.532413437836977
45428980	variables	4.839248302355081
2091893	pure	6.807005375881994
2091893	abstract	5.62848949062077
2091893	class	2.532413437836977
2091893	interface	4.359248047784542
1008781	possible	3.7755272608396084
1008781	specify	5.064510867065573
1008781	network	5.8433894290426185
1008781	interface	4.359248047784542
1008781	jvm	4.846477707929973
1008781	ide	5.551404794235318
1008781	use	2.218391014198033
18877294	center	6.576295584184468
18877294	jtextarea	6.925919249609808
18877294	gridbag	9.688376172919183
28166187	used	3.4591019561636864
28166187	interfaces	5.754970511425634
28166187	jdk	4.9451284918941365
28166187	qualify	8.542510999400527
23320498	post	4.78489511693478
23320498	form	4.945550047440322
23320498	login	5.887464957089497
23320498	using	2.270098541959747
23320498	jsoup	7.084492457482191
8907645	beginner	6.817914574982348
8907645	sqlite	6.931023905921491
3936556	make	3.2357931187452116
3936556	arraylist	4.7425948618997635
3936556	without	3.785875053440135
3936556	specifying	6.5002921682113
3936556	object	6.319233681986558
3936556	type	3.5272028792972696
3936556	create	3.231682481137649
3936556	automatically	5.122349283726257
3936556	add	3.326377520104692
3936556	first	3.3165437820463595
2188768	java	1.8785206956897553
2188768	type	3.5272028792972696
2188768	date	9.370592460934752
2188768	time	3.349696608799752
2188768	using	2.270098541959747
2188768	oracle	5.452868126396635
2188768	hibernate	4.590281573494341
1743985	best	4.447739178039263
1743985	way	2.8885474230074775
1743985	get	2.5968621982790188
1743985	maximum	6.215608598755775
1743985	date	4.685296230467376
1743985	value	3.3370683193414052
1743985	java	1.8785206956897553
29166363	changing	5.214343932771858
29166363	priority	7.250245587928913
29166363	element	4.6624815527012045
29166363	priorityqueue	8.25099015064158
19371134	artifacts	7.53886706862263
19371134	xml	3.6954208021573587
7372713	creating	4.385713422531877
7372713	map	4.509496435919809
7372713	duplicate	5.794254377820277
7372713	keys	5.593225484091557
10424968	add	3.326377520104692
10424968	signed	6.383026750047155
10424968	authenticated	7.819058469345253
10424968	attributes	5.8781358618009785
10424968	cms	8.715644130140076
10424968	signature	5.91487394494627
10424968	using	2.270098541959747
10424968	bouncycastle	7.701828378132043
28004269	java	1.8785206956897553
28004269	collections	5.727870270185291
28004269	sort	5.082077591550622
28004269	comparison	6.4118402679519
28004269	method	2.6262121828865777
28004269	violates	8.170063660321036
28004269	general	5.265656584308489
28004269	contract	6.937184089672949
35431232	jtable	5.855186928815434
35431232	cell	6.188453140945341
35431232	text	4.1559434084410585
35431232	color	5.654421045118477
35431232	changing	5.214343932771858
6622287	issue	4.130179015231317
6622287	consume	7.0108960379016505
6622287	rest	5.187849913522066
6622287	service	4.637280239906325
6622287	resttemplate	8.047189562170502
6622287	desktop	6.293651305762644
6622287	app	4.141499064815565
8086930	non	4.700910458268927
8086930	blocking	13.21975076310782
8086930	socket	11.651222366042669
8086930	writes	13.164110278685671
8086930	java	1.8785206956897553
8086930	versus	7.904713913923747
20357839	changing	5.214343932771858
20357839	shape	7.124668280545711
20357839	single	4.451162373508744
20357839	point	4.277666619349639
20357839	jfreechart	7.473389139243123
20357839	xyplot	9.944309547056383
2509856	behind	6.184563977073815
2509856	pmd	8.326572831807587
2509856	rules	6.28771657024283
29878468	android	3.9805160018734465
29878468	studio	12.56791635311397
29878468	change	3.6505822441815923
29878468	jre	5.680749775545628
29878468	used	3.4591019561636864
29878468	running	4.082099835805663
11134686	static	4.388447202476804
11134686	variables	4.839248302355081
11134686	life	6.6616767563854316
11134686	span	8.128535201624453
19937890	retrieve	5.496280619331948
19937890	public	4.769219697994597
19937890	private	5.126046145607583
19937890	key	4.434752533696961
19937890	keystore	6.732122710338979
19937890	created	4.094504575023466
14489306	parameter	4.550682000704022
14489306	jaxbelement	8.8387768155437
14489306	string	3.105212374172812
4223983	joptionpane	7.369790738578696
4223983	showinputdialog	9.028018815182229
4223983	custom	4.649017585768368
4223983	buttons	5.952628523322784
971215	include	5.116162490311181
971215	perl	7.891254760549742
971215	java	1.8785206956897553
14853508	returning	5.507804591414761
14853508	resultset	6.5980671262677415
27949213	string	3.105212374172812
27949213	deduplication	10.519673691959945
27949213	feature	5.797214419448753
27949213	java	1.8785206956897553
695971	java	1.8785206956897553
695971	http	5.042590465337807
695971	post	4.78489511693478
695971	create	3.231682481137649
695971	new	3.238007677184227
695971	product	6.589301547863602
695971	ruby	7.650092703732854
695971	rails	8.477972478262956
695971	application	3.4151340474010285
27651599	guice	7.300797867091744
27651599	assisted	9.396669950167675
27651599	inject	6.064465439992472
27651599	overuse	10.177924398237888
27651599	alternatives	6.98679848632259
27651599	dependency	5.248384997799827
27651599	injection	6.326098474455555
27651599	vs	5.934706213289373
27651599	non	4.700910458268927
27651599	di	8.142187290792782
27651599	constructors	6.400937676613685
3170159	difference	4.786931899523532
3170159	calling	4.546712616416523
3170159	new	3.238007677184227
3170159	getinstance	7.248838128161033
5080612	hashset	7.024289095238089
5080612	vs	5.934706213289373
5080612	linkedhashset	8.426438828147774
4788413	convert	4.422681976414816
4788413	javascript	5.707489336587527
4788413	regex	10.794066678974389
4788413	safe	5.60729117446744
4788413	java	1.8785206956897553
12480181	create	3.231682481137649
12480181	bufferedimage	6.740547359998231
12480181	jpanel	5.618522630705377
12480181	without	3.785875053440135
12480181	rendering	6.801595083153746
12480181	jframe	5.445889731015172
12914484	timeout	6.54172424011938
12914484	inputstream	6.107998363363934
17793873	basic	5.313024995420311
17793873	paintcomponent	6.783769299201146
17793873	called	4.059943135504768
17793873	repaint	6.823414130548386
6427478	error	3.176103733024332
6427478	trying	3.2825880208398024
6427478	convert	4.422681976414816
6427478	json	4.762057941525236
6427478	pojo	6.390748796141065
6427478	using	2.270098541959747
6427478	jersey	5.975984976259595
8788143	string	3.105212374172812
8788143	pool	5.927926526303994
8788143	java	1.8785206956897553
18029919	use	2.218391014198033
18029919	abstract	11.25697898124154
18029919	class	2.532413437836977
18029919	without	3.785875053440135
18029919	methods	3.819352670586838
12008801	oracle	5.452868126396635
12008801	jdbc	5.400128632694721
12008801	driver	5.703582494653535
12008801	happens	5.082561033667845
12008801	time	3.349696608799752
12008801	zone	6.883062666391766
12008801	write	3.8903104385224965
12008801	java	1.8785206956897553
12008801	date	4.685296230467376
12008801	timestamp	6.598801071254816
12008801	column	5.164835975173556
14470111	spring	3.989984546897858
14470111	addattribute	9.625855815937848
14470111	vs	5.934706213289373
5587656	verifying	8.310179022031912
5587656	jar	4.0639511569023075
5587656	signature	5.91487394494627
33231530	use	2.218391014198033
33231530	refactoring	7.615001383921584
33231530	convert	4.422681976414816
33231530	anonymous	6.3515739534953495
33231530	inner	5.623770536686816
10193567	java	1.8785206956897553
10193567	security	5.225624681154596
10193567	cannot	4.027826751171789
10193567	find	3.521806908082721
10193567	provider	6.124310460441412
10193567	supporting	7.701828378132043
10193567	aes	6.891881929825847
10193567	ecb	8.552820369059388
10193567	pkcs	7.178252526679817
10193567	padding	7.14221259019662
10585956	jtextpane	7.487573774235079
10585956	set	3.354924669331477
10585956	font	6.553583465261523
10585956	size	4.4629764202849165
33880273	wait	5.581476350272233
33880273	mouselistener	7.662777863260169
33880273	mouse	6.301255905147864
33880273	press	6.266427847151988
15537794	received	6.274358102827966
15537794	fatal	7.623148068489402
15537794	alert	7.671324923838628
15537794	illegal	7.1221868896943255
15537794	parameter	4.550682000704022
15537794	java	1.8785206956897553
15537794	upgrade	7.0904769157974314
21497976	filtering	14.810671351996215
21497976	unsorted	9.142681723502369
21497976	list	7.250532722105732
21497976	faster	5.95609740327069
21497976	sorted	6.462428637448842
2250421	encode	6.814264935894798
2250421	decode	6.9117633003796755
2250421	short	5.456375671206312
2250421	strings	4.8422858948691845
2250421	base	5.308367702401538
2250421	using	2.270098541959747
2250421	gwt	6.4818341623065905
25789245	get	2.5968621982790188
25789245	jsch	7.565535315704791
25789245	shell	6.499627053454489
25789245	command	4.500900264812294
25789245	output	3.9094762511615704
25789245	string	3.105212374172812
11399491	java	1.8785206956897553
11399491	timezone	6.790861527510637
11399491	offset	6.853267093698068
37927583	custom	4.649017585768368
37927583	matchers	8.29005761883249
37927583	different	3.638414502707725
37927583	object	3.159616840993279
18066690	override	4.706096104578052
18066690	gethashcode	0
12111065	java	1.8785206956897553
12111065	incompatible	7.267291455201901
12111065	magic	6.985716820451849
12111065	value	3.3370683193414052
33985286	check	3.8171674744154673
33985286	whether	4.892185813896712
33985286	input	4.32670546308592
33985286	conforms	9.446062705497253
33985286	arbitrary	6.6278533938493185
33985286	amount	5.782176542084213
33985286	rules	6.28771657024283
33985286	java	1.8785206956897553
7805192	volatile	6.713834586344831
7805192	int	4.4578714989672115
7805192	java	1.8785206956897553
7805192	thread	4.05335618154479
7805192	safe	5.60729117446744
13329138	binding	6.4390024316380545
13329138	rich	8.001380026139207
13329138	picklist	10.031320924046012
13329138	set	3.354924669331477
31696485	use	2.218391014198033
31696485	optional	12.773166726324003
2873254	difference	4.786931899523532
2873254	deprecated	6.67982321093613
2873254	legacy	7.074991198358051
2873254	api	4.173257907865079
19023287	write	3.8903104385224965
19023287	override	4.706096104578052
19023287	annotation	4.979427366972063
32865468	calculate	6.0529145094242045
32865468	year	6.342441469932076
32865468	quarter	9.220390707829685
32865468	difference	4.786931899523532
32865468	java	1.8785206956897553
16433781	set	3.354924669331477
16433781	value	3.3370683193414052
16433781	octal	8.765654550714737
16433781	java	1.8785206956897553
30360060	dependency	5.248384997799827
30360060	injection	6.326098474455555
30360060	jersey	5.975984976259595
6735891	creating	4.385713422531877
6735891	custom	4.649017585768368
6735891	jbutton	6.577732366040832
6735891	images	5.611659185780395
6735891	containing	5.464371950878119
6735891	transparent	6.982478825178074
6735891	pixels	6.983556992398419
29125023	ejb	6.422247463200436
29125023	remote	5.982306609323216
29125023	client	4.3848305620066155
29125023	migration	7.960438635761847
29125023	jboss	6.169156835518274
29125023	wildfly	7.598904456879409
40496428	received	6.274358102827966
40496428	fatal	7.623148068489402
40496428	alert	7.671324923838628
40496428	handshake	7.888584531993863
40496428	failure	6.650017082903428
40496428	debug	5.590007460397357
40496428	show	4.662587456858042
40496428	cause	5.175568901288983
38635340	ought	8.314252347419547
38635340	follow	5.585199758829253
38635340	naming	6.577732366040832
38635340	conventions	7.3777589082278725
38635340	java	1.8785206956897553
38635340	packages	6.163439811847792
3763977	java	1.8785206956897553
3763977	code	2.25689496707693
3763977	obfuscate	8.785072636571838
3827876	developers	6.608391701756518
3827876	actually	4.185867921091905
3827876	use	2.218391014198033
3827876	vim	8.932708635377903
3827876	write	3.8903104385224965
3827876	code	2.25689496707693
3827876	java	1.8785206956897553
3827876	windows	4.762057941525236
3827876	os	5.598611977050662
8892350	immutable	6.337906314766685
8892350	vs	5.934706213289373
8892350	unmodifiable	8.606024405122852
8892350	collection	4.983360651961375
39720422	java	1.8785206956897553
39720422	tomcat	4.972472833001907
39720422	request	4.525435217969238
39720422	header	5.708996041709089
39720422	large	5.458720888041061
2694281	ignore	6.0892979074567455
2694281	certificate	6.087094778123232
2694281	errors	4.986284203232425
2694281	requesting	7.9983993980010695
2694281	url	4.762291941760304
2694281	java	1.8785206956897553
8916472	convert	4.422681976414816
8916472	integer	4.730166676162777
8916472	minutes	6.402746540537711
8916472	string	3.105212374172812
8916472	hh	7.332403206507076
8916472	mm	6.747338557576232
44355388	jtable	5.855186928815434
44355388	achieve	5.182669943022074
44355388	custom	4.649017585768368
44355388	rollover	9.596002852788168
44355388	effect	5.8849447037303095
44355388	tablecellrenderer	8.825077971185538
1647990	executorservice	7.143477612503207
1647990	surprising	8.487634389174692
1647990	performance	5.15838152625052
1647990	break	5.9178424072373685
1647990	even	3.8952642216131914
1647990	point	4.277666619349639
1647990	rules	6.28771657024283
1647990	thumb	8.266434473069054
13646982	validate	6.355020252138937
13646982	every	4.236438220936148
13646982	field	4.491216695912246
13646982	single	4.451162373508744
13646982	pass	4.445520368458554
13646982	supercsv	9.581404053367015
1109019	determine	5.765445135048308
1109019	java	1.8785206956897553
1109019	application	3.4151340474010285
1109019	debug	5.590007460397357
1109019	mode	5.8074777109949665
1109019	eclipse	4.07925892480406
22162916	jackson	6.073542658143589
22162916	mapper	7.23210133580551
22162916	know	3.2376000338664803
22162916	field	4.491216695912246
22162916	json	4.762057941525236
22162916	object	6.319233681986558
22162916	assign	5.867831986662707
22162916	class	2.532413437836977
10934316	jersey	5.975984976259595
10934316	default	4.14932887055486
10934316	cache	11.826786023375654
10934316	control	5.279691902424871
4435124	persistence	18.569746457495462
4435124	object	3.159616840993279
4435124	cannot	4.027826751171789
4435124	find	3.521806908082721
4435124	unit	5.855186928815434
4435124	xml	3.6954208021573587
27549864	java	1.8785206956897553
27549864	memoization	9.581404053367015
27549864	method	2.6262121828865777
25163131	httpurlconnection	7.518401238030338
25163131	invalid	5.947639067567953
25163131	http	5.042590465337807
25163131	method	2.6262121828865777
25163131	patch	7.8806163623446865
37784057	get	2.5968621982790188
37784057	auto	6.08401852871859
37784057	generated	5.055057511649003
37784057	id	4.686814175028601
37784057	persist	6.690227466453563
37784057	mysqldb	0
37784057	using	2.270098541959747
37784057	jpa	5.381047014147033
266806	performance	5.15838152625052
266806	reason	4.498111113694684
266806	declare	5.420259037353279
266806	method	2.6262121828865777
266806	parameters	4.909252679807653
266806	final	4.924962312358105
266806	java	1.8785206956897553
4069903	spring	3.989984546897858
4069903	mvc	5.71595627558791
4069903	returning	5.507804591414761
4069903	json	4.762057941525236
4069903	content	4.858644087110135
4069903	error	3.176103733024332
36398144	multiple	4.371205396042298
36398144	vs	5.934706213289373
36398144	newfixedthreadpool	8.955698153602603
36398144	executorservice	7.143477612503207
41497140	displaying	6.478573644256657
41497140	image	4.566815232111628
41497140	using	2.270098541959747
41497140	swing	5.0214434928128595
41497140	java	1.8785206956897553
15422161	java	1.8785206956897553
15422161	list	3.625266361052866
15422161	toarray	7.647994067075933
15422161	implementation	4.267983918633221
4123534	writing	4.7875317435820675
4123534	java	1.8785206956897553
4123534	date	9.370592460934752
4123534	sql	5.0961931824579025
4123534	timestamp	6.598801071254816
4123534	column	5.164835975173556
4123534	jdbc	5.400128632694721
4123534	translate	7.0904769157974314
4123534	jvm	4.846477707929973
4123534	time	6.699393217599504
4123534	zone	13.766125332783531
4123534	database	4.274572312559479
4123534	session	5.3500318022347155
14167412	need	2.652511431511507
14167412	help	3.448414783271271
14167412	understanding	5.712924132573485
14167412	write	3.8903104385224965
14167412	code	2.25689496707693
14167412	double	5.013890586816928
14167412	buffering	7.904713913923747
14167412	java	1.8785206956897553
14167412	applets	7.6396432878585125
3023506	php	6.288792996611568
3023506	shell	6.499627053454489
3023506	exec	6.6218247395691625
3023506	executing	5.775063676661165
3023506	java	1.8785206956897553
3023506	program	3.8336740390171697
3383169	hibernate	4.590281573494341
3383169	jpa	5.381047014147033
3383169	mysql	5.458720888041061
3383169	tinyint	9.903487552536127
3383169	boolean	5.5292411051812085
3383169	instead	3.5477619092440387
3383169	bit	4.4943446308992065
3383169	char	5.911175715879179
4308906	fix	4.738244540213433
4308906	non	4.700910458268927
4308906	static	8.776894404953609
4308906	variable	4.0506530885976755
4308906	cannot	4.027826751171789
4308906	referenced	6.298533333359953
4308906	context	4.802280560255485
4308906	reason	4.498111113694684
13588786	jframe	5.445889731015172
13588786	shape	7.124668280545711
13588786	image	4.566815232111628
13588786	program	3.8336740390171697
13588786	running	4.082099835805663
13588786	background	5.432077356727561
24276307	read	3.699819074152322
24276307	paragraphs	8.917670758013363
24276307	text	4.1559434084410585
24276307	list	3.625266361052866
3135973	variable	4.0506530885976755
3135973	column	5.164835975173556
3135973	names	5.211589363038213
3135973	using	2.270098541959747
3135973	prepared	7.179564002277628
3135973	statements	5.793926024509167
23776477	iterate	5.621281253144457
23776477	list	3.625266361052866
23776477	stringtemplate	9.567015315914915
20989740	make	3.2357931187452116
20989740	sense	5.373903353504632
20989740	generic	5.173624922590719
20989740	method	2.6262121828865777
20989740	interface	4.359248047784542
9586367	constructor	4.514141887640528
9586367	subclass	5.74898906749428
9586367	java	1.8785206956897553
16731311	layout	5.393947597563287
16731311	represent	6.068777650210652
16731311	dynamic	5.928677559009217
16731311	dashboard	9.161550207806751
16731311	gridbaglayout	7.563606674798385
3717937	vs	5.934706213289373
1088941	java	1.8785206956897553
1088941	reading	4.755295644565729
1088941	standard	5.076134276328951
1088941	output	3.9094762511615704
1088941	external	5.548575210353818
1088941	program	3.8336740390171697
1088941	using	2.270098541959747
1088941	inputstream	6.107998363363934
41507930	fire	7.152377861973471
41507930	http	5.042590465337807
41507930	request	4.525435217969238
32578195	java	1.8785206956897553
32578195	program	3.8336740390171697
32578195	generate	4.973773129363689
32578195	unique	5.947639067567953
32578195	random	5.524214706058867
32578195	six	8.247166054203177
32578195	alpha	7.3777589082278725
32578195	numeric	7.074991198358051
32578195	code	2.25689496707693
8451131	read	3.699819074152322
8451131	private	5.126046145607583
8451131	key	4.434752533696961
8451131	der	8.468403027246806
8451131	format	4.6442229132517925
8451131	java	1.8785206956897553
7771888	access	4.106457630105902
7771888	file	2.8771673214517413
7771888	using	2.270098541959747
7771888	java	1.8785206956897553
7771888	samba	10.101938491259967
7771888	jcifs	9.24079957946089
18944238	java	1.8785206956897553
18944238	equivalent	5.511510587009078
18944238	php	6.288792996611568
18944238	pack	7.113550191961734
18944238	h	0
18944238	str	7.162647528610927
29392755	store	4.729713521062692
29392755	time	3.349696608799752
29392755	java	3.7570413913795107
29392755	util	5.047558648200853
29392755	date	9.370592460934752
29392755	sql	5.0961931824579025
40569006	java	1.8785206956897553
40569006	runtime	4.871873852054681
40569006	exec	6.6218247395691625
40569006	working	3.7907350082209463
12836551	shutdown	6.84760135616239
12836551	hook	7.569403792482712
12836551	work	3.2190758448708676
12836551	eclipse	4.07925892480406
37345825	difference	4.786931899523532
37345825	enum	5.753077766381079
37345825	c	0
37345825	java	1.8785206956897553
16504231	reentrancy	0
16504231	java	1.8785206956897553
9856421	java	1.8785206956897553
9856421	tint	10.101938491259967
9856421	png	6.708085083853569
9856421	programmatically	6.543806851076906
15429011	convert	4.422681976414816
15429011	tiff	8.517193191416238
15429011	jpeg	7.523941418405954
15429011	png	6.708085083853569
15429011	java	1.8785206956897553
7792942	load	4.773352179228326
7792942	images	5.611659185780395
7792942	folder	4.766513336396854
7792942	android	3.9805160018734465
5348455	removing	5.966186739923714
5348455	html	5.046158850165303
5348455	entities	6.051639270144052
5348455	preserving	8.785072636571838
5348455	line	3.74642382477858
5348455	breaks	7.052781051032395
5348455	jsoup	7.084492457482191
11933931	java	1.8785206956897553
11933931	generics	5.868539200270684
11933931	name	3.76796595243472
11933931	clash	8.902855672228222
11933931	erasure	7.261577153938463
6108043	java	1.8785206956897553
6108043	filewriter	8.037858234741618
6108043	use	2.218391014198033
6108043	buffer	6.16581793425276
6108043	acts	7.777639638042136
6108043	like	2.4494391248886704
6108043	example	3.073715436879075
43106992	fade	8.8387768155437
43106992	edges	7.831574277277084
43106992	image	4.566815232111628
43106992	java	1.8785206956897553
43106992	example	3.073715436879075
43106992	given	4.4497916888085784
30666479	spring	3.989984546897858
30666479	ws	6.552881956990033
30666479	get	2.5968621982790188
30666479	save	5.036106960069925
30666479	xsd	6.8298687403250655
30666479	validation	6.246614894557278
30666479	errors	4.986284203232425
13202304	jsonparser	8.902855672228222
13202304	cannot	4.027826751171789
13202304	resolved	6.127513391571258
13202304	type	3.5272028792972696
20449712	mongodb	13.949928057351174
20449712	azure	8.298057661499566
20449712	android	3.9805160018734465
20449712	com	5.213424899530074
20449712	err	7.606920531867646
20449712	master	7.525794987055277
20449712	code	2.25689496707693
15198319	use	2.218391014198033
15198319	datasource	6.660895201050611
15198319	instead	3.5477619092440387
15198319	drivermanager	8.24335652578651
1295424	convert	4.422681976414816
1295424	float	6.459230681413525
1295424	int	4.4578714989672115
1295424	java	1.8785206956897553
14374682	correct	4.209620742667303
14374682	way	2.8885474230074775
14374682	implement	4.300999796031508
14374682	asynctask	7.153655817418963
14374682	static	8.776894404953609
14374682	non	4.700910458268927
14374682	nested	5.856234597847878
14374682	class	2.532413437836977
678822	difference	4.786931899523532
678822	object	3.159616840993279
678822	java	1.8785206956897553
678822	generics	5.868539200270684
27499655	format	4.6442229132517925
27499655	en	15.262723334053582
27499655	us	11.58719555795713
27499655	used	3.4591019561636864
27499655	http	5.042590465337807
27499655	header	5.708996041709089
27499655	request	4.525435217969238
27499655	accept	5.849270781404806
27499655	language	5.303128923545259
21465439	detecting	8.034767042171945
21465439	utf	5.97519757464411
21465439	mb	6.67982321093613
21465439	charset	7.294889430405578
21465439	requirement	6.072674602533525
12862659	verify	6.184078893387369
12862659	specific	4.395152401892809
12862659	method	2.6262121828865777
12862659	called	4.059943135504768
12862659	using	2.270098541959747
12862659	mockito	6.727101779288879
4819635	remove	4.505053394653319
4819635	null	4.225638459906431
4819635	elements	4.79029567011478
4819635	arraylist	4.7425948618997635
4819635	string	3.105212374172812
4819635	array	3.7883462607345484
1194129	singleton	6.271178449910586
1194129	cluster	7.35874090239211
1194129	environment	5.2816569256549295
7572097	java	1.8785206956897553
7572097	creating	4.385713422531877
7572097	date	4.685296230467376
7572097	according	5.208111098661887
7572097	user	3.883289786605274
7572097	timezone	6.790861527510637
7572097	web	4.103425670958293
7572097	application	3.4151340474010285
6924330	application	3.4151340474010285
6924330	google	4.958564801805254
6924330	app	4.141499064815565
6924330	engine	6.058887223425416
6924330	web	4.103425670958293
6924330	restful	7.1013400280548025
6924330	interface	4.359248047784542
3229665	upnp	9.883684925239947
3229665	library	4.299893805135359
3229665	java	1.8785206956897553
28367339	jetty	6.7380125043950425
28367339	serving	8.202382451576204
28367339	html	5.046158850165303
28367339	file	5.7543346429034825
28367339	found	3.854037156229493
4495031	apache	4.914143993907494
4495031	axis	6.885993787200625
4495031	sending	5.762259404415177
4495031	large	5.458720888041061
4495031	dime	0
4495031	attachments	8.522205733239781
22853321	resttemplate	8.047189562170502
22853321	client	4.3848305620066155
22853321	cookies	7.540748536722335
38499111	hibernate	4.590281573494341
38499111	mapping	5.448907725180538
38499111	string	3.105212374172812
38499111	property	4.815520915503549
38499111	clob	8.547652398900945
38499111	column	5.164835975173556
12129505	difference	4.786931899523532
12129505	java	1.8785206956897553
12129505	javaw	8.07571764578504
20896432	java	1.8785206956897553
20896432	enhanced	7.857085864934493
20896432	loop	4.277522485593264
20896432	faster	5.95609740327069
20896432	traditional	7.946213644830499
19741927	set	3.354924669331477
19741927	get	2.5968621982790188
19741927	des	8.156028342204653
19741927	key	4.434752533696961
19741927	java	1.8785206956897553
19741927	security	5.225624681154596
19741927	keystore	6.732122710338979
19741927	pkcs	7.178252526679817
43123584	stringtokenizer	8.381788554410035
43123584	vs	5.934706213289373
43123584	string	3.105212374172812
43123584	split	5.522211199252951
30219925	use	2.218391014198033
30219925	point	8.555333238699278
30219925	x	0
30219925	getx	8.617013526698448
24425293	java	1.8785206956897553
24425293	se	6.432142410971891
24425293	vector	6.673473983257471
24425293	array	3.7883462607345484
24425293	help	3.448414783271271
24425293	please	3.912473106708531
9308352	renaming	8.138756755695992
9308352	lot	4.70256253199674
9308352	variables	4.839248302355081
9308352	many	4.266699946704206
9308352	java	1.8785206956897553
9308352	classes	3.8513513258954135
3272454	java	1.8785206956897553
3272454	get	2.5968621982790188
3272454	weekend	9.567015315914915
3272454	dates	6.425329129737844
3272454	given	4.4497916888085784
3272454	month	6.410014894764802
29880062	fast	6.168201725608036
29880062	simple	3.910973556292575
29880062	use	2.218391014198033
29880062	symmetric	8.209708491668277
29880062	cipher	7.195437351433918
29880062	integer	4.730166676162777
29880062	encryption	6.4831413520352115
